model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A Class,2018,30881,Semi-Auto,9840,Petrol,145,40.9,2.0
,2019,46931,Semi-Auto,7650,Diesel,150,37.2,3.0
 CL Class,2017,17565,Semi-Auto,,Diesel,20,70.6,2.1
,2015,15790,Semi-Auto,,Petrol,125,50.4,2.0
,2020,36990,Semi-Auto,3953,Petrol,145,,2.0
 A Class,,15943,Semi-Auto,,Diesel,145,,2.1
 GLE Class,2016,25491,Semi-Auto,,Diesel,200,,2.1
 C Class,2015,14984,Semi-Auto,68647,Diesel,,,2.1
,2020,20850,Manual,3955,Petrol,145,,1.3
 GLA Class,2017,17016,Manual,24464,Diesel,145,67.3,2.1
 A Class,,16015,Manual,25428,Petrol,145,,1.6
 SL CLASS,2017,22495,Semi-Auto,15092,Petrol,150,,2.0
,2019,69995,Semi-Auto,992,Petrol,150,31.7,3.0
 S Class,2018,72995,Semi-Auto,9740,Petrol,145,,4.0
,2018,19491,Semi-Auto,,Diesel,145,65.7,
 GLC Class,,27050,Semi-Auto,38438,Diesel,,56.5,2.1
 E Class,2017,19450,Semi-Auto,15834,Diesel,,72.4,2.0
 A Class,2020,23970,Semi-Auto,1500,Diesel,145,65.7,
,,18691,Semi-Auto,12043,Diesel,145,65.7,1.5
 GLC Class,2016,22650,Automatic,52567,Diesel,,56.5,2.1
,2016,19297,Automatic,21761,Petrol,200,43.5,2.0
 B Class,2018,17991,Semi-Auto,6132,Petrol,150,50.4,1.6
,2017,15695,Manual,24866,Petrol,150,,1.6
 GLA Class,,20991,Semi-Auto,,Diesel,150,56.5,2.1
 A Class,,20080,Semi-Auto,,Petrol,145,53.3,1.3
,2019,19592,Manual,11245,Petrol,145,,1.3
 C Class,2019,27810,Automatic,6621,Diesel,145,61.4,2.0
,2019,36247,Automatic,2459,Diesel,145,,3.0
 E Class,2016,19700,Semi-Auto,,Diesel,30,65.7,
 C Class,2018,28750,Automatic,7140,Diesel,145,,2.0
 A Class,2018,19470,Semi-Auto,8970,Petrol,145,53.3,1.3
 E Class,,20997,Automatic,20730,Diesel,145,,
 E Class,,19370,Semi-Auto,12824,Diesel,20,72.4,2.0
 C Class,2017,26790,Automatic,4910,Petrol,145,40.9,2.0
,2017,19751,Semi-Auto,36056,Diesel,30,65.7,
 E Class,2017,20795,Semi-Auto,28348,Diesel,145,,2.0
 SL CLASS,,18991,Semi-Auto,11813,Diesel,,70.6,2.1
 GLA Class,2017,30500,Semi-Auto,18791,Petrol,145,,
 GLE Class,,28795,Semi-Auto,17713,Diesel,,47.9,2.1
,2017,22740,Automatic,25567,Diesel,145,51.4,
,2018,31850,Semi-Auto,10500,Petrol,,40.9,2.0
 GLE Class,2019,44500,Automatic,,Diesel,145,36.7,3.0
,,21996,Manual,34483,Diesel,,,2.1
 X-CLASS,2018,18991,Manual,,Diesel,260,,2.3
 C Class,,15280,Manual,27832,Diesel,145,72.4,1.6
,2017,19150,Semi-Auto,32844,Diesel,,,2.1
 E Class,,19070,Semi-Auto,,Diesel,150,65.7,2.0
 A Class,,15490,Manual,40014,Diesel,30,62.8,2.1
 C Class,2017,35420,Semi-Auto,,Petrol,,34.5,
,,13000,Semi-Auto,60500,Diesel,,,2.1
 GLC Class,2017,29500,Semi-Auto,25782,Diesel,150,,
 C Class,,33000,Semi-Auto,10439,Petrol,,,3.0
 A Class,,28350,Semi-Auto,29724,Petrol,145,40.9,2.0
,,32250,Semi-Auto,43910,Petrol,570,23.9,5.5
,2018,53750,Automatic,5444,Petrol,145,27.4,4.0
 CLS Class,2014,16500,Semi-Auto,,Diesel,,46.3,
 A Class,2016,13995,Semi-Auto,,Diesel,20,67.3,2.1
 GLC Class,,26998,Semi-Auto,,Diesel,,56.5,2.1
 GLC Class,2017,28998,Semi-Auto,21263,Diesel,145,56.5,
 S Class,2017,31055,Semi-Auto,,Diesel,,50.4,
 C Class,2017,18115,Semi-Auto,20846,Petrol,,50.4,2.0
 A Class,2016,14541,Manual,17474,Diesel,,72.4,1.5
 E Class,2017,20000,Semi-Auto,,Diesel,,67.3,2.0
 C Class,2016,14750,Automatic,28612,Diesel,20,65.7,2.1
 A Class,,18551,Semi-Auto,14444,Diesel,145,,1.5
 E Class,2017,20150,Semi-Auto,25899,Diesel,,,2.0
 A Class,2018,17689,Automatic,11791,Diesel,,68.9,
 CL Class,2018,19005,Manual,,Diesel,145,65.7,
 GLA Class,2015,14241,Manual,40402,Diesel,20,64.2,
 CL Class,2015,14340,Automatic,51168,Diesel,20,68.9,2.1
 E Class,2013,12013,Semi-Auto,59338,Diesel,,57.7,2.1
,2017,27645,Automatic,17022,Diesel,,47.9,2.1
 C Class,2019,28887,Automatic,9985,Diesel,145,57.7,2.0
 C Class,2018,23247,Automatic,,Diesel,145,,
 E Class,2017,20737,Automatic,,Diesel,145,65.7,2.0
 C Class,2017,22720,Automatic,14161,Diesel,145,,
,2017,23615,Semi-Auto,41243,Diesel,145,56.5,2.1
 E Class,2018,25498,Semi-Auto,10267,Diesel,,58.9,
 V Class,,20998,Manual,,Diesel,145,,
 C Class,2016,17498,Semi-Auto,63507,Hybrid,,76.4,
,2015,10998,Manual,,Diesel,20,68.9,
,2016,15798,Semi-Auto,41279,Diesel,20,64.2,2.1
,,16495,Semi-Auto,25656,Diesel,,65.7,1.6
 GLA Class,2014,16650,Semi-Auto,,Diesel,145,55.4,2.1
 GLC Class,2017,27498,Automatic,29933,Diesel,145,56.5,
 C Class,,25298,Semi-Auto,,Petrol,145,,2.0
 GLC Class,2016,28798,Semi-Auto,18773,Diesel,145,56.5,2.1
 CL Class,2020,26850,Automatic,3956,Petrol,145,,1.3
,2019,44890,Automatic,,Diesel,145,37.2,3.0
 X-CLASS,2019,23996,Automatic,9160,Diesel,260,35.8,
 V Class,,18691,Automatic,,Diesel,150,48.7,2.1
 V Class,,25991,Automatic,3442,Diesel,150,39.8,2.1
,2019,25491,Automatic,,Diesel,265,35.8,
 C Class,2019,27998,Semi-Auto,10134,Diesel,145,61.4,2.0
 GLE Class,2017,34998,Semi-Auto,,Diesel,145,,3.0
 A Class,,12362,Automatic,45166,Diesel,30,64.2,
 C Class,,18240,Semi-Auto,44118,Hybrid,0,134.5,2.0
 C Class,2017,18231,Semi-Auto,,Petrol,145,,2.0
 C Class,2014,14601,Semi-Auto,60000,Diesel,125,60.1,2.1
 C Class,2016,20365,Semi-Auto,21430,Petrol,145,,
 M Class,2014,19194,Semi-Auto,,Diesel,200,46.3,2.1
 E Class,,30350,Semi-Auto,3607,Diesel,145,57.7,2.0
,2016,13480,Manual,58150,Diesel,30,,
 C Class,2016,21505,Automatic,16703,Diesel,125,61.4,2.1
 GLS Class,2016,41750,Automatic,30448,Diesel,,,
,2017,19621,Semi-Auto,13764,Diesel,145,,2.1
 GLE Class,2016,27880,Automatic,,Diesel,200,47.9,2.1
,,25980,Manual,385,Petrol,,44.1,1.3
 A Class,,25980,Manual,347,Petrol,145,47.1,1.3
,2017,22780,Semi-Auto,,Diesel,145,65.7,
 A Class,2020,22480,Manual,526,Petrol,,45.6,
 E Class,2020,56980,Semi-Auto,,Petrol,,32.1,
,,49980,Semi-Auto,3999,Petrol,145,,3.0
 CL Class,,28980,Semi-Auto,1434,Petrol,,,1.3
 SL CLASS,,17391,Semi-Auto,14224,Diesel,30,,2.1
 A Class,2018,18590,Automatic,8297,Diesel,145,68.9,1.5
,2017,27357,Automatic,,Diesel,145,,
,,19403,Automatic,8657,Diesel,145,67.3,1.5
 C Class,2018,24791,Semi-Auto,16052,Petrol,,44.1,2.0
 GLC Class,2019,27100,Automatic,9196,Diesel,145,,
 GLA Class,,23635,Automatic,10466,Diesel,,56.5,2.1
 C Class,2015,16581,Semi-Auto,,Diesel,20,64.2,2.1
 GLE Class,2016,27685,Automatic,13656,Diesel,200,47.9,
 GLA Class,,20150,Semi-Auto,16639,Diesel,,,2.1
 E Class,2016,19431,Semi-Auto,36790,Diesel,,54.3,3.0
,2017,19891,Semi-Auto,30063,Diesel,125,56.5,
 C Class,,41500,Semi-Auto,3805,Petrol,,30.4,
 GLC Class,2019,35980,Semi-Auto,4115,Diesel,145,43.5,2.0
 CLS Class,2018,33000,Semi-Auto,5673,Diesel,145,,2.9
,2016,24480,Semi-Auto,31730,Diesel,,56.5,2.1
,2016,20480,Semi-Auto,,Diesel,,64.2,
 GLE Class,2017,27000,Semi-Auto,29054,Diesel,200,,
,,21000,Semi-Auto,22156,Diesel,30,64.2,
 GLA Class,2018,21980,Semi-Auto,15728,Diesel,,56.5,2.1
,,50480,Semi-Auto,3999,Diesel,145,36.7,
 A Class,2019,26999,Automatic,4105,Diesel,145,56.5,2.0
 E Class,2017,20555,Semi-Auto,23656,Diesel,30,65.7,2.0
 C Class,,20995,Automatic,19805,Diesel,,67.3,2.1
 C Class,2015,17790,Automatic,8726,Diesel,20,,2.1
 CL Class,,22661,Semi-Auto,14776,Petrol,200,42.8,2.0
 A Class,,10664,Semi-Auto,43292,Diesel,30,65.7,
 E Class,2014,13890,Semi-Auto,43067,Diesel,145,,2.1
,2016,22510,Semi-Auto,36672,Diesel,125,56.5,2.1
,2018,22991,Semi-Auto,7615,Diesel,145,67.3,2.1
 GLA Class,,17995,Semi-Auto,16919,Diesel,,,2.1
 S Class,2020,64980,Semi-Auto,,Diesel,145,,
 C Class,2019,20980,Semi-Auto,4908,Petrol,,44.1,1.5
 C Class,2019,28429,Semi-Auto,5866,Diesel,145,54.3,1.6
 B Class,,23980,Semi-Auto,4012,Diesel,145,55.4,2.0
 GLE Class,2019,49980,Semi-Auto,52,Diesel,145,36.7,2.0
 GLE Class,,49980,Semi-Auto,,Diesel,145,36.7,2.0
 GLC Class,2019,38000,Semi-Auto,,Diesel,145,,2.0
,,25480,Semi-Auto,16,Petrol,,37.2,1.6
,2020,32480,Semi-Auto,16,Diesel,145,64.2,2.0
,2020,24480,Manual,16,Petrol,145,,1.3
,2019,39980,Semi-Auto,3257,Diesel,145,,2.2
 V Class,,46980,Semi-Auto,2888,Diesel,,36.7,2.0
 A Class,2017,19480,Semi-Auto,22000,Diesel,145,68.9,2.1
,2016,34980,Semi-Auto,31499,Petrol,,34.0,
 E Class,2016,17680,Semi-Auto,46512,Diesel,,,2.1
 E Class,2019,24780,Semi-Auto,6631,Diesel,145,,2.0
,2017,34980,Semi-Auto,6316,Diesel,145,45.6,2.2
 C Class,2019,45980,Semi-Auto,,Petrol,145,29.7,3.0
,,16480,Manual,46228,Petrol,125,51.4,1.6
,2020,41980,Semi-Auto,3774,Diesel,145,40.9,
 GLC Class,,31980,Semi-Auto,3999,Petrol,,34.0,2.0
 A Class,,25980,Manual,,Petrol,145,,1.3
 E Class,,52000,Semi-Auto,4130,Petrol,145,,3.0
 C Class,2016,19750,Semi-Auto,25000,Diesel,30,64.2,2.1
 GLC Class,2017,28498,Semi-Auto,26299,Diesel,145,56.5,2.1
,2015,14998,Semi-Auto,,Diesel,,,2.1
 A Class,,21498,Semi-Auto,,Petrol,205,,
 B Class,2017,15298,Semi-Auto,,Diesel,,68.9,1.5
,2017,15490,Semi-Auto,,Petrol,145,51.4,1.6
,,18000,Semi-Auto,10227,Diesel,20,67.3,2.1
 A Class,2017,15000,Manual,,Diesel,150,68.9,1.5
 B Class,2017,13500,Manual,34396,Diesel,20,68.9,1.5
 V Class,,18450,Manual,23075,Diesel,145,,2.1
 V Class,,17950,Manual,22538,Diesel,145,46.3,
 V Class,2019,20750,Automatic,,Diesel,145,48.7,2.1
 V Class,2019,20950,Automatic,20500,Diesel,,,2.1
 C Class,,16299,Automatic,30612,Diesel,,,2.1
,2017,31994,Automatic,,Diesel,260,35.8,2.3
,2020,31991,Automatic,303,Diesel,260,35.8,2.3
 X-CLASS,2019,34491,Automatic,8798,Diesel,,31.4,3.0
 X-CLASS,2019,24991,Automatic,8974,Diesel,260,,2.3
 X-CLASS,2019,25926,Automatic,9772,Diesel,,35.8,
 X-CLASS,2019,22995,Automatic,11479,Diesel,,,2.3
 GLE Class,,27380,Semi-Auto,37060,Diesel,200,47.9,
 GLC Class,2016,24741,Semi-Auto,42300,Diesel,125,56.5,
 C Class,,16657,Semi-Auto,,Diesel,20,,2.1
 E Class,,18304,Semi-Auto,45905,Diesel,,,2.0
 GLC Class,2016,21980,Semi-Auto,,Diesel,,56.5,
 A Class,,14740,Manual,37600,Diesel,30,62.8,2.1
 A Class,,19385,Automatic,9122,Diesel,145,65.7,1.5
 C Class,,34980,Semi-Auto,16169,Petrol,150,,3.0
 GLC Class,2016,24340,Semi-Auto,36320,Diesel,,56.5,2.1
,2016,17940,Semi-Auto,,Diesel,30,65.7,2.0
 GLC Class,2019,32480,Semi-Auto,10217,Diesel,145,,2.1
 GLE Class,2019,54500,Semi-Auto,2870,Diesel,145,32.8,3.0
,2017,40980,Semi-Auto,17763,Diesel,145,39.2,3.0
 GLE Class,2016,28980,Semi-Auto,22442,Diesel,260,42.8,
,2019,28480,Semi-Auto,,Diesel,145,,2.0
 E Class,2018,30000,Semi-Auto,,Diesel,145,,3.0
 C Class,2019,25980,Semi-Auto,13624,Petrol,,45.6,
 GLC Class,2019,30480,Semi-Auto,15224,Diesel,145,,
 E Class,2019,28480,Semi-Auto,9876,Diesel,145,,2.0
,,24980,Semi-Auto,2072,Petrol,145,,
 C Class,2017,19250,Semi-Auto,,Hybrid,0,134.5,2.0
 A Class,2014,9480,Manual,67569,Diesel,20,72.4,1.5
 E Class,2016,16480,Semi-Auto,21441,Diesel,125,61.4,2.1
,2015,15490,Semi-Auto,28002,Diesel,125,,
 CL Class,2014,19980,Semi-Auto,,Petrol,555,,4.7
 GLA Class,,18990,Semi-Auto,46857,Diesel,,56.5,2.1
,,20480,Semi-Auto,3551,Petrol,,28.5,1.3
 CL Class,2017,17833,Semi-Auto,,Diesel,150,67.3,2.1
 A Class,2017,15178,Semi-Auto,,Diesel,,,1.5
 E Class,2018,21790,Semi-Auto,,Diesel,,61.4,2.0
 E Class,2019,34640,Semi-Auto,2824,Diesel,150,42.8,3.0
 C Class,2017,13980,Manual,21300,Petrol,150,53.3,2.0
 A Class,,17624,Automatic,16479,Diesel,20,68.9,2.1
,2016,16249,Manual,33976,Petrol,,,1.6
 A Class,,13290,Manual,36892,Diesel,20,72.4,1.5
 GLC Class,,27980,Semi-Auto,,Diesel,150,56.5,2.1
,2018,28480,Semi-Auto,6945,Diesel,,,
 A Class,2016,15740,Manual,,Diesel,30,62.8,2.1
 GLE Class,2015,29955,Semi-Auto,54229,Diesel,305,39.2,3.0
 C Class,2017,14980,Manual,45034,Diesel,,68.9,2.1
 C Class,,18830,Semi-Auto,,Hybrid,0,134.5,2.0
 CL Class,2014,14980,Semi-Auto,,Diesel,30,62.8,
,2020,26480,Semi-Auto,3000,Petrol,,,1.3
 C Class,2020,29880,Semi-Auto,3000,Diesel,145,,2.0
 GLC Class,2017,23990,Semi-Auto,34000,Diesel,,56.5,
 C Class,2016,22790,Semi-Auto,9600,Petrol,145,49.6,2.0
,,27480,Automatic,,Diesel,145,64.2,2.0
 GLA Class,2017,19480,Semi-Auto,,Diesel,150,58.9,
 GLA Class,2017,13980,Semi-Auto,24309,Diesel,150,64.2,2.1
 C Class,2016,16329,Automatic,,Diesel,30,,1.6
 C Class,2016,18341,Semi-Auto,10581,Diesel,30,64.2,1.6
,2017,14485,Manual,,Petrol,,52.3,1.6
 A Class,2014,11915,Manual,,Diesel,0,,1.5
 A Class,2017,12563,Manual,43043,Diesel,145,,1.5
,,16065,Semi-Auto,12272,Diesel,145,74.3,1.5
 A Class,2017,15896,Automatic,11072,Diesel,,,1.5
 A Class,2017,15281,Manual,13943,Petrol,145,51.4,1.6
,,16633,Automatic,23979,Diesel,145,,2.1
 M Class,,17481,Semi-Auto,58457,Diesel,,,2.1
 A Class,,17938,Semi-Auto,,Diesel,145,68.9,
,2015,19990,Semi-Auto,12469,Diesel,30,64.2,
 E Class,,19891,Semi-Auto,39851,Diesel,145,61.4,2.0
 C Class,2017,21630,Automatic,21994,Diesel,145,,
 GLA Class,2017,20560,Manual,11300,Petrol,145,47.1,
 A Class,2018,16492,Manual,21232,Diesel,145,68.9,1.5
 A Class,,16780,Manual,,Diesel,145,,1.5
 CL Class,2016,19024,Automatic,48387,Petrol,200,,2.0
,2017,18800,Semi-Auto,,Diesel,20,67.3,2.1
 A Class,2018,16396,Manual,16321,Petrol,,51.4,
,,16868,Semi-Auto,18254,Diesel,150,74.3,
 A Class,2013,11480,Semi-Auto,19640,Diesel,,65.7,1.8
 CL Class,,18500,Manual,25672,Diesel,20,67.3,
 C Class,,24980,Automatic,15000,Diesel,,60.1,1.6
 A Class,2019,18381,Semi-Auto,,Diesel,145,65.7,1.5
 A Class,2019,18429,Semi-Auto,12010,Diesel,,68.9,1.5
 GLC Class,2019,27227,Semi-Auto,13387,Diesel,,56.5,2.1
 A Class,2019,17895,Automatic,14757,Diesel,,68.9,1.5
 E Class,,22470,Automatic,,Diesel,,61.4,2.0
 A Class,2018,17894,Semi-Auto,,Diesel,145,68.9,
,2018,20150,Manual,5249,Petrol,,51.4,1.6
 A Class,2018,17702,Automatic,,Diesel,145,,1.5
,2017,27480,Semi-Auto,39110,Diesel,145,42.8,3.0
 A Class,2019,18490,Semi-Auto,14146,Diesel,145,65.7,
 A Class,2019,17702,Automatic,,Diesel,145,68.9,1.5
 C Class,2019,29890,Automatic,1646,Petrol,145,44.1,
 A Class,2019,17728,Automatic,15025,Diesel,145,65.7,1.5
,2017,18480,Semi-Auto,43375,Diesel,,,2.1
 A Class,2013,10980,Semi-Auto,33876,Diesel,,65.7,1.8
 GLE Class,2016,25775,Semi-Auto,18406,Diesel,205,,
,2019,28480,Semi-Auto,14827,Diesel,145,,2.0
 C Class,2019,20980,Semi-Auto,12794,Diesel,,,2.0
 C Class,2016,18280,Semi-Auto,36946,Diesel,30,,
 E Class,,23250,Semi-Auto,7521,Diesel,,,2.0
 A Class,2019,22980,Semi-Auto,11464,Diesel,,67.3,1.5
 C Class,2019,26480,Semi-Auto,11487,Diesel,145,61.4,
 A Class,2019,19980,Semi-Auto,14976,Diesel,145,65.7,1.5
,2019,22980,Semi-Auto,,Diesel,145,67.3,1.5
 C Class,2018,21000,Semi-Auto,16424,Diesel,,,2.1
 A Class,2018,18500,Semi-Auto,,Diesel,145,68.9,2.1
 GLC Class,,24898,Semi-Auto,30488,Diesel,,56.5,2.1
 C Class,2015,13898,Manual,17426,Petrol,125,53.3,
 E Class,,11698,Semi-Auto,,Diesel,30,,
,,18498,Semi-Auto,42100,Hybrid,0,134.5,2.0
 B Class,,22498,Semi-Auto,664,Petrol,145,44.8,1.3
 C Class,2019,24998,Semi-Auto,12999,Diesel,145,58.9,
,2017,16998,Manual,17196,Diesel,,62.8,2.1
 GLC Class,,22498,Semi-Auto,,Diesel,125,56.5,2.1
,,16898,Semi-Auto,16787,Petrol,150,,
 GLA Class,2017,19498,Manual,5422,Diesel,30,64.2,2.1
,2019,28000,Automatic,,Diesel,,,
,2019,31000,Automatic,,Diesel,260,,2.3
 X-CLASS,2019,34500,Automatic,3800,Diesel,260,35.8,2.3
,2019,26000,Automatic,,Diesel,,35.8,
,2017,31000,Automatic,11447,Diesel,260,35.8,2.3
 V Class,2019,27000,Automatic,,Diesel,145,38.2,2.1
 V Class,2019,27000,Automatic,500,Diesel,145,,2.1
 X-CLASS,2020,46000,Automatic,,Diesel,260,,3.0
,2016,15498,Semi-Auto,63402,Diesel,,68.9,
 A Class,2020,24298,Semi-Auto,590,Petrol,,53.3,1.3
 A Class,2018,17980,Semi-Auto,15135,Diesel,145,,2.1
 C Class,,27980,Semi-Auto,,Diesel,145,64.2,2.0
,2019,28480,Semi-Auto,13435,Diesel,145,,2.0
,2018,24480,Semi-Auto,10859,Diesel,,58.9,2.1
 E Class,2019,25780,Semi-Auto,14136,Diesel,,72.4,2.0
 E Class,2019,25780,Semi-Auto,15426,Diesel,,72.4,2.0
 E Class,,30480,Semi-Auto,7081,Diesel,,57.7,2.0
 E Class,,30000,Semi-Auto,11574,Diesel,,,2.0
 B Class,2018,19480,Semi-Auto,6178,Diesel,145,68.9,2.1
 GLS Class,2019,47980,Semi-Auto,,Diesel,145,37.2,
 GLC Class,2016,30752,Semi-Auto,,Diesel,145,56.5,2.1
 C Class,2018,27622,Semi-Auto,8984,Petrol,145,44.1,1.5
 C Class,,12672,Manual,44121,Diesel,,,
 GLE Class,2018,32991,Semi-Auto,23451,Diesel,150,,2.1
,2017,22852,Semi-Auto,21750,Diesel,,67.3,2.1
 C Class,,15212,Semi-Auto,,Diesel,20,64.2,2.1
,2016,18991,Semi-Auto,12178,Diesel,30,70.6,2.0
,,18362,Semi-Auto,,Diesel,20,74.3,
,2014,15802,Semi-Auto,,Petrol,125,50.4,
 SL CLASS,2018,23012,Semi-Auto,7724,Diesel,,70.6,2.1
,2016,18116,Automatic,27784,Diesel,125,58.9,2.1
,,10532,Manual,40207,Petrol,125,51.4,
 A Class,,17880,Semi-Auto,7615,Diesel,145,68.9,2.1
 C Class,,30572,Automatic,5524,Petrol,145,44.1,1.5
,,29782,Automatic,7859,Petrol,,44.1,2.0
 C Class,2019,27066,Automatic,,Petrol,145,,2.0
 SL CLASS,,29886,Semi-Auto,,Petrol,145,47.1,
,,20092,Semi-Auto,,Diesel,30,61.4,2.1
,2018,30982,Semi-Auto,2114,Petrol,145,39.2,2.0
,,18366,Automatic,65012,Diesel,125,56.5,
,2016,36491,Semi-Auto,,Petrol,,,3.0
 S Class,2017,57752,Semi-Auto,12376,Petrol,145,32.5,4.7
 C Class,2017,33202,Automatic,,Petrol,145,34.0,3.0
 GLA Class,2018,32224,Automatic,6889,Petrol,145,37.7,2.0
 A Class,,22998,Semi-Auto,4459,Petrol,150,53.3,
 GLA Class,2017,16498,Manual,,Diesel,,67.3,2.1
 A Class,,9480,Manual,74114,Diesel,20,72.4,
 CL Class,,18500,Manual,,Diesel,20,,
 GLC Class,,49891,Semi-Auto,11744,Petrol,145,27.4,4.0
 GLC Class,2017,20175,Automatic,56386,Diesel,125,56.5,2.1
 A Class,2018,18411,Semi-Auto,12158,Diesel,145,65.7,1.5
,2017,20395,Automatic,9666,Petrol,145,53.3,1.6
,,22525,Automatic,12014,Petrol,145,,
 A Class,2017,18740,Semi-Auto,8461,Petrol,,52.3,1.6
 E Class,2018,27242,Semi-Auto,11397,Diesel,145,51.4,3.0
,2019,20676,Automatic,14163,Diesel,145,61.4,2.0
 GLC Class,2019,31946,Automatic,,Diesel,145,42.2,2.1
 E Class,2019,23816,Semi-Auto,,Petrol,,,2.0
,2019,24306,Semi-Auto,15253,Diesel,145,61.4,2.0
 C Class,,17682,Semi-Auto,27852,Diesel,30,64.2,2.1
 C Class,2019,66990,Automatic,,Petrol,145,28.0,4.0
 E Class,2019,53122,Automatic,5588,Petrol,,,3.0
 C Class,2017,25172,Automatic,30525,Petrol,,44.1,2.0
,2017,20886,Automatic,72383,Diesel,160,51.4,
,2017,23372,Semi-Auto,53203,Diesel,160,,
,,30586,Automatic,22782,Petrol,145,,2.0
 GLC Class,,25991,Semi-Auto,14000,Diesel,145,,2.0
 GLC Class,2017,29991,Semi-Auto,18607,Diesel,145,56.5,2.1
 SL CLASS,,26254,Semi-Auto,1670,Petrol,145,47.1,2.0
 C Class,2019,28466,Automatic,3074,Petrol,145,,1.5
 B Class,2017,14286,Automatic,16280,Diesel,,68.9,2.1
 SL CLASS,2018,27482,Semi-Auto,1095,Petrol,,47.1,2.0
,2018,29532,Semi-Auto,,Diesel,145,54.3,2.0
,,46236,Automatic,9548,Petrol,145,30.1,3.0
 E Class,2018,27786,Semi-Auto,14288,Diesel,,70.6,2.0
,2018,41366,Automatic,,Diesel,145,,3.0
 GLC Class,2018,30423,Automatic,,Diesel,145,,
,,26925,Semi-Auto,,Diesel,145,67.3,2.0
 GLE Class,2016,24028,Semi-Auto,,Diesel,,,2.1
 GLA Class,,19032,Automatic,29203,Diesel,,64.2,2.1
 A Class,2018,16495,Manual,,Diesel,145,68.9,1.5
 A Class,2016,18490,Semi-Auto,,Petrol,165,45.6,2.0
 SLK,2014,13650,Semi-Auto,,Petrol,200,,2.0
 GLA Class,2016,18390,Semi-Auto,,Diesel,125,56.6,
 A Class,2018,16047,Automatic,20495,Petrol,145,52.3,1.6
,,11972,Automatic,75829,Diesel,125,,2.1
 C Class,2014,13251,Semi-Auto,,Diesel,20,64.2,
 A Class,2013,9691,Manual,,Petrol,145,49.6,1.6
 GLA Class,,15150,Semi-Auto,24892,Diesel,,,2.1
,2015,13390,Automatic,88218,Hybrid,0,,2.1
 E Class,2017,21732,Semi-Auto,,Diesel,20,67.3,2.0
 A Class,2017,16722,Manual,18894,Petrol,145,51.4,1.6
,,55830,Automatic,9325,Petrol,145,,3.0
 V Class,,44410,Automatic,4362,Diesel,145,45.6,2.2
 GLE Class,2019,49883,Automatic,9922,Diesel,145,32.8,3.0
 C Class,2019,26530,Automatic,3995,Diesel,145,60.1,1.6
 C Class,,25830,Automatic,6516,Diesel,,60.1,1.6
,,33111,Semi-Auto,4000,Diesel,150,64.2,2.0
 A Class,2020,30231,Semi-Auto,,Hybrid,140,1.1,1.3
 A Class,,42990,Semi-Auto,4001,Petrol,150,32.8,2.0
 A Class,2015,11632,Manual,37883,Diesel,20,,1.5
 A Class,2019,22980,Semi-Auto,10562,Diesel,145,,1.5
,2018,30500,Semi-Auto,8648,Diesel,145,56.5,2.1
,,29480,Semi-Auto,,Diesel,,56.5,
 E Class,,20980,Semi-Auto,32600,Diesel,145,,
 C Class,2019,24980,Semi-Auto,,Petrol,145,45.6,
 C Class,2019,24000,Semi-Auto,7286,Petrol,,,1.5
 A Class,,14980,Manual,36040,Diesel,20,68.9,
,,32980,Semi-Auto,,Diesel,145,44.8,
,,23980,Semi-Auto,,Diesel,145,55.4,2.0
 C Class,2019,30980,Semi-Auto,3402,Petrol,145,,
 E Class,2019,34544,Semi-Auto,5508,Diesel,145,,2.0
,2013,10662,Manual,40104,Petrol,145,49.6,1.6
,,15632,Automatic,,Diesel,,,
,2016,24642,Semi-Auto,20345,Diesel,125,56.5,2.1
 A Class,2017,16862,Manual,21047,Petrol,145,49.6,1.6
 C Class,2019,34070,Automatic,14413,Diesel,145,53.3,2.0
 A Class,2016,19671,Semi-Auto,,Petrol,,,2.0
,2017,17230,Semi-Auto,33538,Petrol,145,41.5,2.0
 E Class,2013,10491,Semi-Auto,,Diesel,145,55.4,2.1
 A Class,,14480,Manual,21547,Diesel,20,,1.5
 C Class,,28480,Semi-Auto,,Petrol,145,,1.5
 C Class,2019,29480,Semi-Auto,10844,Petrol,145,,2.0
 C Class,,42000,Semi-Auto,,Petrol,,,
 GLE Class,2019,52500,Semi-Auto,3866,Diesel,145,32.8,3.0
 GLA Class,2017,17800,Semi-Auto,10538,Diesel,,67.3,
 GLA Class,2017,16000,Manual,30886,Diesel,30,64.2,
 A Class,,11995,Manual,51087,Diesel,30,,2.1
 A Class,2015,17498,Semi-Auto,14221,Diesel,125,58.9,
 E Class,,24676,Semi-Auto,6957,Diesel,145,54.3,
 GLC Class,,25210,Semi-Auto,39140,Diesel,150,56.5,2.1
 C Class,2017,21991,Semi-Auto,20249,Diesel,30,,2.1
 C Class,2017,49991,Automatic,26000,Petrol,,31.7,4.0
 GLA Class,2017,21062,Semi-Auto,21143,Diesel,125,56.5,2.1
 A Class,2020,30231,Semi-Auto,4000,Hybrid,140,1.1,
,2019,32480,Semi-Auto,,Diesel,145,56.5,2.1
,,25812,Semi-Auto,11451,Diesel,145,67.3,
 GLA Class,2016,19012,Semi-Auto,39577,Diesel,125,,2.1
 E Class,2013,15182,Semi-Auto,39632,Diesel,,47.9,3.0
 A Class,2017,15781,Manual,,Diesel,145,,1.5
